movieId,ranking,year
RQqwf7wdBtef,12153,2019
RQqwf7wdBtef,14239,2020
RQqwf7wdBtef,15612,2021
RQqwf7wdBtef,16037,2022
RQqwf7wdBtef,18753,2023
jB1wQ4yUNAk6,4332,2015
jB1wQ4yUNAk6,4604,2016
jB1wQ4yUNAk6,5787,2017
jB1wQ4yUNAk6,5935,2018
jB1wQ4yUNAk6,6668,2019
jB1wQ4yUNAk6,7834,2020
jB1wQ4yUNAk6,7942,2021
jB1wQ4yUNAk6,8699,2022
jB1wQ4yUNAk6,8747,2023
bIdMypGe0bio,9911,2015
bIdMypGe0bio,10746,2016
bIdMypGe0bio,13355,2017
bIdMypGe0bio,14575,2018
bIdMypGe0bio,15800,2019
bIdMypGe0bio,12401,2020
bIdMypGe0bio,13318,2021
bIdMypGe0bio,13827,2022
bIdMypGe0bio,15583,2023
r12EfKwm4KOW,6211,2015
r12EfKwm4KOW,6234,2016
r12EfKwm4KOW,7466,2017
r12EfKwm4KOW,7683,2018
r12EfKwm4KOW,8790,2019
r12EfKwm4KOW,9380,2020
r12EfKwm4KOW,11085,2021
r12EfKwm4KOW,10415,2022
r12EfKwm4KOW,13202,2023
bR41ciueqNzZ,3625,2015
bR41ciueqNzZ,3841,2016
bR41ciueqNzZ,4735,2017
bR41ciueqNzZ,4837,2018
bR41ciueqNzZ,4636,2019
bR41ciueqNzZ,5147,2020
bR41ciueqNzZ,5462,2021
bR41ciueqNzZ,5275,2022
bR41ciueqNzZ,3424,2023
z6Ha71gz5Po8,10779,2015
z6Ha71gz5Po8,11861,2016
z6Ha71gz5Po8,13982,2017
z6Ha71gz5Po8,15148,2018
z6Ha71gz5Po8,16395,2019
z6Ha71gz5Po8,17498,2020
z6Ha71gz5Po8,18707,2021
z6Ha71gz5Po8,19283,2022
z6Ha71gz5Po8,21225,2023
2DOZCcKgSFx3,6650,2023
GLjOHpxQK0sV,1422,2015
GLjOHpxQK0sV,1325,2016
GLjOHpxQK0sV,1573,2017
GLjOHpxQK0sV,1710,2018
GLjOHpxQK0sV,1844,2019
GLjOHpxQK0sV,2138,2020
GLjOHpxQK0sV,2328,2021
GLjOHpxQK0sV,2399,2022
GLjOHpxQK0sV,2621,2023
MIUWMw3FTu9w,11022,2015
MIUWMw3FTu9w,12042,2016
MIUWMw3FTu9w,11572,2017
MIUWMw3FTu9w,12909,2018
MIUWMw3FTu9w,9218,2019
MIUWMw3FTu9w,10112,2020
MIUWMw3FTu9w,10390,2021
MIUWMw3FTu9w,11149,2022
MIUWMw3FTu9w,13294,2023
Z4lPniwgSSSF,2700,2015
Z4lPniwgSSSF,2886,2016
Z4lPniwgSSSF,2388,2017
Z4lPniwgSSSF,2565,2018
Z4lPniwgSSSF,2543,2019
Z4lPniwgSSSF,2737,2020
Z4lPniwgSSSF,2819,2021
Z4lPniwgSSSF,2563,2022
Z4lPniwgSSSF,1767,2023
kj21CHBRZHSM,2507,2015
kj21CHBRZHSM,2619,2016
kj21CHBRZHSM,2401,2017
kj21CHBRZHSM,2333,2018
kj21CHBRZHSM,2387,2019
kj21CHBRZHSM,2322,2020
kj21CHBRZHSM,2523,2021
kj21CHBRZHSM,2610,2022
kj21CHBRZHSM,2596,2023
m9XHRAs982fd,6208,2015
m9XHRAs982fd,6231,2016
m9XHRAs982fd,7463,2017
m9XHRAs982fd,6230,2018
m9XHRAs982fd,6357,2019
m9XHRAs982fd,7270,2020
m9XHRAs982fd,7205,2021
m9XHRAs982fd,7440,2022
m9XHRAs982fd,10188,2023
H07kUuY2RJAo,11941,2015
H07kUuY2RJAo,12859,2016
H07kUuY2RJAo,14378,2017
H07kUuY2RJAo,14274,2018
H07kUuY2RJAo,15517,2019
H07kUuY2RJAo,16686,2020
H07kUuY2RJAo,11517,2021
H07kUuY2RJAo,8758,2022
H07kUuY2RJAo,10187,2023
dQC20tmOzvAc,1821,2015
dQC20tmOzvAc,1928,2016
dQC20tmOzvAc,2198,2017
dQC20tmOzvAc,1966,2018
dQC20tmOzvAc,2133,2019
dQC20tmOzvAc,1935,2020
dQC20tmOzvAc,1938,2021
dQC20tmOzvAc,1880,2022
dQC20tmOzvAc,2270,2023
oIBVleyvACu7,995,2008
oIBVleyvACu7,980,2010
oIBVleyvACu7,992,2011
oIBVleyvACu7,968,2012
oIBVleyvACu7,902,2013
oIBVleyvACu7,826,2014
oIBVleyvACu7,952,2015
oIBVleyvACu7,892,2016
oIBVleyvACu7,960,2017
oIBVleyvACu7,896,2018
oIBVleyvACu7,960,2019
oIBVleyvACu7,889,2020
oIBVleyvACu7,919,2021
oIBVleyvACu7,929,2022
oIBVleyvACu7,1112,2023
AjjfYmMImCDP,6979,2015
AjjfYmMImCDP,7716,2016
AjjfYmMImCDP,9079,2017
AjjfYmMImCDP,7593,2018
AjjfYmMImCDP,6374,2019
AjjfYmMImCDP,5088,2020
AjjfYmMImCDP,5117,2021
AjjfYmMImCDP,5110,2022
AjjfYmMImCDP,7854,2023
C9wwyOYnD82T,21097,2022
C9wwyOYnD82T,22535,2023
9ENtfkkWF59T,11224,2022
9ENtfkkWF59T,13672,2023
HkCyw9RxZIt6,5488,2015
HkCyw9RxZIt6,5934,2016
HkCyw9RxZIt6,6226,2017
HkCyw9RxZIt6,6710,2018
HkCyw9RxZIt6,6888,2019
HkCyw9RxZIt6,8573,2020
HkCyw9RxZIt6,9102,2021
HkCyw9RxZIt6,8975,2022
HkCyw9RxZIt6,9945,2023
NmoedoEDnbC0,10224,2015
NmoedoEDnbC0,11065,2016
NmoedoEDnbC0,13548,2017
NmoedoEDnbC0,14759,2018
NmoedoEDnbC0,15991,2019
NmoedoEDnbC0,9427,2020
NmoedoEDnbC0,9727,2021
NmoedoEDnbC0,10459,2022
NmoedoEDnbC0,11365,2023
q4tDTmKjGw2u,11852,2015
q4tDTmKjGw2u,12834,2016
q4tDTmKjGw2u,11235,2017
q4tDTmKjGw2u,12391,2018
q4tDTmKjGw2u,13619,2019
q4tDTmKjGw2u,15327,2020
q4tDTmKjGw2u,16391,2021
q4tDTmKjGw2u,17071,2022
q4tDTmKjGw2u,11970,2023
8VZqvPD8nvtG,8296,2017
8VZqvPD8nvtG,9031,2018
8VZqvPD8nvtG,9798,2019
8VZqvPD8nvtG,8928,2020
8VZqvPD8nvtG,9301,2021
8VZqvPD8nvtG,9889,2022
8VZqvPD8nvtG,10241,2023
EDQj6tgsjxl4,10046,2018
EDQj6tgsjxl4,11035,2019
EDQj6tgsjxl4,13458,2020
EDQj6tgsjxl4,14630,2021
EDQj6tgsjxl4,15319,2022
EDQj6tgsjxl4,5707,2023
hiS0meRVyjql,4704,2015
hiS0meRVyjql,4971,2016
hiS0meRVyjql,4564,2017
hiS0meRVyjql,4840,2018
hiS0meRVyjql,5302,2019
hiS0meRVyjql,5810,2020
hiS0meRVyjql,6493,2021
hiS0meRVyjql,6493,2022
hiS0meRVyjql,7695,2023
GZALIe2rGstt,8091,2016
GZALIe2rGstt,10025,2017
GZALIe2rGstt,10957,2018
GZALIe2rGstt,12086,2019
GZALIe2rGstt,14198,2020
GZALIe2rGstt,15329,2021
GZALIe2rGstt,15973,2022
GZALIe2rGstt,14311,2023
LNzXY6TqFoGj,7083,2015
LNzXY6TqFoGj,7753,2016
LNzXY6TqFoGj,9138,2017
LNzXY6TqFoGj,7417,2018
LNzXY6TqFoGj,8519,2019
LNzXY6TqFoGj,6683,2020
LNzXY6TqFoGj,7403,2021
LNzXY6TqFoGj,7240,2022
LNzXY6TqFoGj,9499,2023
5uFXrzkCNBxn,8096,2016
5uFXrzkCNBxn,10024,2017
5uFXrzkCNBxn,10924,2018
5uFXrzkCNBxn,12055,2019
5uFXrzkCNBxn,14169,2020
5uFXrzkCNBxn,15302,2021
5uFXrzkCNBxn,15975,2022
5uFXrzkCNBxn,14312,2023
5xjSJeJ4Ie2E,3899,2015
5xjSJeJ4Ie2E,4253,2016
5xjSJeJ4Ie2E,4901,2017
5xjSJeJ4Ie2E,5373,2018
5xjSJeJ4Ie2E,5672,2019
5xjSJeJ4Ie2E,6643,2020
5xjSJeJ4Ie2E,6921,2021
5xjSJeJ4Ie2E,6356,2022
5xjSJeJ4Ie2E,7340,2023
94x29bzpvYLV,15771,2017
94x29bzpvYLV,16648,2018
94x29bzpvYLV,17899,2019
94x29bzpvYLV,18653,2020
94x29bzpvYLV,19759,2021
94x29bzpvYLV,11193,2022
94x29bzpvYLV,13650,2023
pu51mU0haKOR,11225,2022
pu51mU0haKOR,13678,2023
vhEE1MgS1lCn,2848,2015
vhEE1MgS1lCn,3235,2016
vhEE1MgS1lCn,3665,2017
vhEE1MgS1lCn,3904,2018
vhEE1MgS1lCn,3790,2019
vhEE1MgS1lCn,4293,2020
vhEE1MgS1lCn,3936,2021
vhEE1MgS1lCn,4195,2022
vhEE1MgS1lCn,4418,2023
CnVbgRAVNuG0,9044,2015
CnVbgRAVNuG0,9918,2016
CnVbgRAVNuG0,12566,2017
CnVbgRAVNuG0,13675,2018
CnVbgRAVNuG0,14919,2019
CnVbgRAVNuG0,11653,2020
CnVbgRAVNuG0,12443,2021
CnVbgRAVNuG0,8244,2022
CnVbgRAVNuG0,11482,2023
MOtszThrLuY4,13143,2015
MOtszThrLuY4,14104,2016
MOtszThrLuY4,15414,2017
MOtszThrLuY4,16709,2018
MOtszThrLuY4,17956,2019
MOtszThrLuY4,18711,2020
MOtszThrLuY4,19820,2021
MOtszThrLuY4,20502,2022
MOtszThrLuY4,22317,2023
AIBVd0WIPlLV,11629,2019
AIBVd0WIPlLV,11782,2020
AIBVd0WIPlLV,12569,2021
AIBVd0WIPlLV,13097,2022
AIBVd0WIPlLV,16198,2023
j2JpOXqbqI2j,7667,2015
j2JpOXqbqI2j,7031,2016
j2JpOXqbqI2j,7583,2017
j2JpOXqbqI2j,8237,2018
j2JpOXqbqI2j,8933,2019
j2JpOXqbqI2j,10075,2020
j2JpOXqbqI2j,10316,2021
j2JpOXqbqI2j,11112,2022
j2JpOXqbqI2j,13231,2023
DOydjffR5N1S,9961,2015
DOydjffR5N1S,10805,2016
DOydjffR5N1S,8841,2017
DOydjffR5N1S,9548,2018
DOydjffR5N1S,10306,2019
DOydjffR5N1S,12489,2020
DOydjffR5N1S,13407,2021
DOydjffR5N1S,13921,2022
DOydjffR5N1S,15612,2023
6FpuO4PmypTY,12863,2023
tmYqPkh5khUj,8204,2015
tmYqPkh5khUj,9027,2016
tmYqPkh5khUj,6380,2017
tmYqPkh5khUj,6861,2018
tmYqPkh5khUj,7363,2019
tmYqPkh5khUj,8879,2020
tmYqPkh5khUj,6631,2021
tmYqPkh5khUj,6643,2022
tmYqPkh5khUj,7803,2023
Ze0BL7dpoWQb,12412,2015
Ze0BL7dpoWQb,13459,2016
Ze0BL7dpoWQb,14685,2017
Ze0BL7dpoWQb,15999,2018
Ze0BL7dpoWQb,17301,2019
Ze0BL7dpoWQb,18100,2020
Ze0BL7dpoWQb,18729,2021
Ze0BL7dpoWQb,19392,2022
Ze0BL7dpoWQb,21655,2023
OF7f8M6mnPZu,8709,2015
OF7f8M6mnPZu,9612,2016
OF7f8M6mnPZu,11881,2017
OF7f8M6mnPZu,13071,2018
OF7f8M6mnPZu,14347,2019
OF7f8M6mnPZu,15871,2020
OF7f8M6mnPZu,16990,2021
OF7f8M6mnPZu,12227,2022
OF7f8M6mnPZu,14765,2023
VGuREyuqq87C,12906,2015
VGuREyuqq87C,13919,2016
VGuREyuqq87C,15413,2017
VGuREyuqq87C,12401,2018
VGuREyuqq87C,13627,2019
VGuREyuqq87C,15338,2020
VGuREyuqq87C,16405,2021
VGuREyuqq87C,17085,2022
VGuREyuqq87C,16695,2023
nJ8bpBuw9I7p,14343,2017
nJ8bpBuw9I7p,15689,2018
nJ8bpBuw9I7p,16949,2019
nJ8bpBuw9I7p,17899,2020
nJ8bpBuw9I7p,19043,2021
nJ8bpBuw9I7p,19698,2022
nJ8bpBuw9I7p,15565,2023
wFm2O8ETLLwF,908,2007
wFm2O8ETLLwF,960,2008
wFm2O8ETLLwF,985,2012
wFm2O8ETLLwF,1128,2015
wFm2O8ETLLwF,1230,2016
wFm2O8ETLLwF,870,2017
wFm2O8ETLLwF,903,2018
wFm2O8ETLLwF,950,2019
wFm2O8ETLLwF,1078,2020
wFm2O8ETLLwF,1150,2021
wFm2O8ETLLwF,1188,2022
wFm2O8ETLLwF,1048,2023
Og62eb4U2ddX,322,2007
Og62eb4U2ddX,311,2008
Og62eb4U2ddX,345,2010
Og62eb4U2ddX,355,2011
Og62eb4U2ddX,346,2012
Og62eb4U2ddX,439,2013
Og62eb4U2ddX,454,2014
Og62eb4U2ddX,389,2015
Og62eb4U2ddX,334,2016
Og62eb4U2ddX,367,2017
Og62eb4U2ddX,386,2018
Og62eb4U2ddX,415,2019
Og62eb4U2ddX,422,2020
Og62eb4U2ddX,396,2021
Og62eb4U2ddX,405,2022
Og62eb4U2ddX,514,2023
xPqyqmn02QgQ,847,2007
xPqyqmn02QgQ,803,2008
xPqyqmn02QgQ,874,2010
xPqyqmn02QgQ,903,2011
xPqyqmn02QgQ,930,2012
xPqyqmn02QgQ,992,2013
xPqyqmn02QgQ,998,2014
xPqyqmn02QgQ,1647,2015
xPqyqmn02QgQ,1757,2016
xPqyqmn02QgQ,1565,2017
xPqyqmn02QgQ,1582,2018
xPqyqmn02QgQ,1702,2019
xPqyqmn02QgQ,1853,2020
xPqyqmn02QgQ,1976,2021
xPqyqmn02QgQ,2170,2022
xPqyqmn02QgQ,1898,2023
nSMhMCS5lbdk,194,2007
nSMhMCS5lbdk,210,2008
nSMhMCS5lbdk,239,2010
nSMhMCS5lbdk,239,2011
nSMhMCS5lbdk,232,2012
nSMhMCS5lbdk,250,2013
nSMhMCS5lbdk,246,2014
nSMhMCS5lbdk,174,2015
nSMhMCS5lbdk,169,2016
nSMhMCS5lbdk,201,2017
nSMhMCS5lbdk,205,2018
nSMhMCS5lbdk,218,2019
nSMhMCS5lbdk,220,2020
nSMhMCS5lbdk,235,2021
nSMhMCS5lbdk,235,2022
nSMhMCS5lbdk,304,2023
8v1svgOPsSm2,12225,2015
8v1svgOPsSm2,13237,2016
8v1svgOPsSm2,14666,2017
8v1svgOPsSm2,15986,2018
8v1svgOPsSm2,17289,2019
8v1svgOPsSm2,18087,2020
8v1svgOPsSm2,19211,2021
8v1svgOPsSm2,19856,2022
8v1svgOPsSm2,21632,2023
78GHWu4aG1dD,14445,2022
78GHWu4aG1dD,12123,2023
xxdwAycRZTOh,14224,2021
xxdwAycRZTOh,14883,2022
xxdwAycRZTOh,17796,2023
UvVOV9fMNmkz,9461,2017
UvVOV9fMNmkz,10778,2018
UvVOV9fMNmkz,8644,2019
UvVOV9fMNmkz,10362,2020
UvVOV9fMNmkz,10875,2021
UvVOV9fMNmkz,5541,2022
UvVOV9fMNmkz,7642,2023
r8eGaHv504aI,8556,2019
r8eGaHv504aI,10279,2020
r8eGaHv504aI,10772,2021
r8eGaHv504aI,11547,2022
r8eGaHv504aI,13943,2023
orx4ebuQv7yc,8540,2015
orx4ebuQv7yc,6727,2016
orx4ebuQv7yc,7256,2017
orx4ebuQv7yc,7272,2018
orx4ebuQv7yc,7142,2019
orx4ebuQv7yc,7056,2020
orx4ebuQv7yc,7219,2021
orx4ebuQv7yc,7455,2022
orx4ebuQv7yc,9305,2023
Efyr25VSqfi9,16942,2021
Efyr25VSqfi9,10430,2022
Efyr25VSqfi9,12439,2023
3YAo7L0viSWR,5753,2015
3YAo7L0viSWR,6673,2016
3YAo7L0viSWR,8293,2017
3YAo7L0viSWR,9028,2018
3YAo7L0viSWR,9795,2019
3YAo7L0viSWR,9816,2020
3YAo7L0viSWR,12301,2021
3YAo7L0viSWR,10935,2022
3YAo7L0viSWR,11643,2023
BHvdrIGo4pLl,10386,2015
BHvdrIGo4pLl,11448,2016
BHvdrIGo4pLl,10448,2017
BHvdrIGo4pLl,12046,2018
BHvdrIGo4pLl,13183,2019
BHvdrIGo4pLl,12059,2020
BHvdrIGo4pLl,13041,2021
BHvdrIGo4pLl,13484,2022
BHvdrIGo4pLl,5861,2023
rLjxvmI9Mozi,16401,2021
rLjxvmI9Mozi,17080,2022
rLjxvmI9Mozi,16540,2023
fPQcajL8L8ip,8528,2022
fPQcajL8L8ip,7763,2023
C43drmXwQY6m,14050,2019
C43drmXwQY6m,15623,2020
C43drmXwQY6m,9897,2021
C43drmXwQY6m,10734,2022
C43drmXwQY6m,11203,2023
EFAYccnZzhxv,9460,2017
EFAYccnZzhxv,10631,2018
EFAYccnZzhxv,11795,2019
EFAYccnZzhxv,14043,2020
EFAYccnZzhxv,15095,2021
EFAYccnZzhxv,15854,2022
EFAYccnZzhxv,18638,2023
Eelg2eMlVShb,13498,2019
Eelg2eMlVShb,15283,2020
Eelg2eMlVShb,16310,2021
Eelg2eMlVShb,17020,2022
Eelg2eMlVShb,19618,2023
tAlX0Tk0l5vm,2045,2015
tAlX0Tk0l5vm,2087,2016
tAlX0Tk0l5vm,2492,2017
tAlX0Tk0l5vm,2681,2018
tAlX0Tk0l5vm,2891,2019
tAlX0Tk0l5vm,3394,2020
tAlX0Tk0l5vm,3607,2021
tAlX0Tk0l5vm,3715,2022
tAlX0Tk0l5vm,2456,2023
hCkY7DlXS6Qc,13523,2016
hCkY7DlXS6Qc,8367,2017
hCkY7DlXS6Qc,9107,2018
hCkY7DlXS6Qc,9869,2019
hCkY7DlXS6Qc,9858,2020
hCkY7DlXS6Qc,12357,2021
hCkY7DlXS6Qc,10971,2022
hCkY7DlXS6Qc,9236,2023
dz48AGgH1dqz,6532,2015
dz48AGgH1dqz,7323,2016
dz48AGgH1dqz,8207,2017
dz48AGgH1dqz,8900,2018
dz48AGgH1dqz,9691,2019
dz48AGgH1dqz,11493,2020
dz48AGgH1dqz,12199,2021
dz48AGgH1dqz,12802,2022
dz48AGgH1dqz,15240,2023
17vixrxpgIiq,6090,2015
17vixrxpgIiq,6116,2016
17vixrxpgIiq,6119,2017
17vixrxpgIiq,6423,2018
17vixrxpgIiq,7189,2019
17vixrxpgIiq,7096,2020
17vixrxpgIiq,7111,2021
17vixrxpgIiq,7314,2022
17vixrxpgIiq,10098,2023
kWJyxV1MlMpz,13499,2019
kWJyxV1MlMpz,15284,2020
kWJyxV1MlMpz,16309,2021
kWJyxV1MlMpz,17021,2022
kWJyxV1MlMpz,19611,2023
7xwK595Ri4XD,6817,2015
7xwK595Ri4XD,7549,2016
7xwK595Ri4XD,8775,2017
7xwK595Ri4XD,9494,2018
7xwK595Ri4XD,10252,2019
7xwK595Ri4XD,9424,2020
7xwK595Ri4XD,11190,2021
7xwK595Ri4XD,10458,2022
7xwK595Ri4XD,13220,2023
CC3YLP5XHD42,7069,2015
CC3YLP5XHD42,7740,2016
CC3YLP5XHD42,9112,2017
CC3YLP5XHD42,8957,2018
CC3YLP5XHD42,9740,2019
CC3YLP5XHD42,9359,2020
CC3YLP5XHD42,9675,2021
CC3YLP5XHD42,10397,2022
CC3YLP5XHD42,12496,2023
ICp4MBfXAVVb,6388,2015
ICp4MBfXAVVb,6308,2016
ICp4MBfXAVVb,7932,2017
ICp4MBfXAVVb,7394,2018
ICp4MBfXAVVb,7515,2019
ICp4MBfXAVVb,8625,2020
ICp4MBfXAVVb,9126,2021
ICp4MBfXAVVb,9573,2022
ICp4MBfXAVVb,11593,2023
WGJXwQ8cxXsX,12104,2015
WGJXwQ8cxXsX,13116,2016
WGJXwQ8cxXsX,14619,2017
WGJXwQ8cxXsX,15886,2018
WGJXwQ8cxXsX,17162,2019
WGJXwQ8cxXsX,17372,2020
WGJXwQ8cxXsX,18476,2021
WGJXwQ8cxXsX,19146,2022
WGJXwQ8cxXsX,19432,2023
KqXM2GNwCIFM,7143,2015
KqXM2GNwCIFM,7794,2016
KqXM2GNwCIFM,9186,2017
KqXM2GNwCIFM,9892,2018
KqXM2GNwCIFM,10647,2019
KqXM2GNwCIFM,12974,2020
KqXM2GNwCIFM,14005,2021
KqXM2GNwCIFM,14686,2022
KqXM2GNwCIFM,16037,2023
GF7Yu4Qq9JKQ,6056,2015
GF7Yu4Qq9JKQ,5041,2016
GF7Yu4Qq9JKQ,5107,2017
GF7Yu4Qq9JKQ,6062,2018
GF7Yu4Qq9JKQ,6137,2019
GF7Yu4Qq9JKQ,4109,2020
GF7Yu4Qq9JKQ,5081,2021
GF7Yu4Qq9JKQ,5076,2022
GF7Yu4Qq9JKQ,4096,2023
LjtHFCd3rsSv,5257,2015
LjtHFCd3rsSv,5431,2016
LjtHFCd3rsSv,6445,2017
LjtHFCd3rsSv,5336,2018
LjtHFCd3rsSv,5278,2019
LjtHFCd3rsSv,5787,2020
LjtHFCd3rsSv,4225,2021
LjtHFCd3rsSv,3711,2022
LjtHFCd3rsSv,3965,2023
XvhcEed96doZ,16047,2020
XvhcEed96doZ,17174,2021
XvhcEed96doZ,17883,2022
XvhcEed96doZ,16792,2023
qTZkS5hdabQQ,14385,2016
qTZkS5hdabQQ,6393,2017
qTZkS5hdabQQ,6873,2018
qTZkS5hdabQQ,7380,2019
qTZkS5hdabQQ,7982,2020
qTZkS5hdabQQ,8973,2021
qTZkS5hdabQQ,8855,2022
qTZkS5hdabQQ,10251,2023
gTsuqRoHCEFE,12143,2015
gTsuqRoHCEFE,13188,2016
gTsuqRoHCEFE,14546,2017
gTsuqRoHCEFE,15928,2018
gTsuqRoHCEFE,17223,2019
gTsuqRoHCEFE,17430,2020
gTsuqRoHCEFE,18519,2021
gTsuqRoHCEFE,19204,2022
gTsuqRoHCEFE,19495,2023
xvE7LUqtC6nc,11894,2015
xvE7LUqtC6nc,12860,2016
xvE7LUqtC6nc,14365,2017
xvE7LUqtC6nc,7682,2018
xvE7LUqtC6nc,7738,2019
xvE7LUqtC6nc,6446,2020
xvE7LUqtC6nc,6741,2021
xvE7LUqtC6nc,6750,2022
xvE7LUqtC6nc,8954,2023
3xxSPY1LKptH,11383,2015
3xxSPY1LKptH,12409,2016
3xxSPY1LKptH,14214,2017
3xxSPY1LKptH,15584,2018
3xxSPY1LKptH,16826,2019
3xxSPY1LKptH,16030,2020
3xxSPY1LKptH,17188,2021
3xxSPY1LKptH,17870,2022
3xxSPY1LKptH,16799,2023
1eDt9ufXmWNl,14574,2016
1eDt9ufXmWNl,15412,2017
1eDt9ufXmWNl,16619,2018
1eDt9ufXmWNl,17871,2019
1eDt9ufXmWNl,18627,2020
1eDt9ufXmWNl,19721,2021
1eDt9ufXmWNl,20398,2022
1eDt9ufXmWNl,22214,2023
S9qGCLGHzdRY,3400,2015
S9qGCLGHzdRY,3588,2016
S9qGCLGHzdRY,3591,2017
S9qGCLGHzdRY,3095,2018
S9qGCLGHzdRY,3131,2019
S9qGCLGHzdRY,3208,2020
S9qGCLGHzdRY,3281,2021
S9qGCLGHzdRY,2313,2022
S9qGCLGHzdRY,3024,2023
GMLHekGwxBe8,6826,2018
GMLHekGwxBe8,7316,2019
GMLHekGwxBe8,8826,2020
GMLHekGwxBe8,9235,2021
GMLHekGwxBe8,9778,2022
GMLHekGwxBe8,9558,2023
DXopDOEeYZUR,14370,2016
DXopDOEeYZUR,15411,2017
DXopDOEeYZUR,16596,2018
DXopDOEeYZUR,17848,2019
DXopDOEeYZUR,18604,2020
DXopDOEeYZUR,19704,2021
DXopDOEeYZUR,20380,2022
DXopDOEeYZUR,22188,2023
J78LGl1Lhlnv,8276,2015
J78LGl1Lhlnv,9109,2016
J78LGl1Lhlnv,7751,2017
J78LGl1Lhlnv,8367,2018
J78LGl1Lhlnv,9097,2019
J78LGl1Lhlnv,10081,2020
J78LGl1Lhlnv,8367,2021
J78LGl1Lhlnv,7065,2022
J78LGl1Lhlnv,10009,2023
0t8uyCzlrY3c,12179,2017
0t8uyCzlrY3c,13420,2018
0t8uyCzlrY3c,14682,2019
0t8uyCzlrY3c,15982,2020
0t8uyCzlrY3c,17122,2021
0t8uyCzlrY3c,17824,2022
0t8uyCzlrY3c,14176,2023
VwhYc3ZRpgn7,1946,2015
VwhYc3ZRpgn7,2220,2016
VwhYc3ZRpgn7,2780,2017
VwhYc3ZRpgn7,2693,2018
VwhYc3ZRpgn7,2659,2019
VwhYc3ZRpgn7,2912,2020
VwhYc3ZRpgn7,3286,2021
VwhYc3ZRpgn7,3389,2022
VwhYc3ZRpgn7,4359,2023
W0c1nNi7fdTB,14378,2016
W0c1nNi7fdTB,15409,2017
W0c1nNi7fdTB,16608,2018
W0c1nNi7fdTB,17859,2019
W0c1nNi7fdTB,18616,2020
W0c1nNi7fdTB,19738,2021
W0c1nNi7fdTB,20407,2022
W0c1nNi7fdTB,22224,2023
udgBqAoeVOoy,8466,2015
udgBqAoeVOoy,9335,2016
udgBqAoeVOoy,11571,2017
udgBqAoeVOoy,12837,2018
udgBqAoeVOoy,14131,2019
udgBqAoeVOoy,11158,2020
udgBqAoeVOoy,11744,2021
udgBqAoeVOoy,12422,2022
udgBqAoeVOoy,14948,2023
C3rX1YcYzYQc,13307,2015
C3rX1YcYzYQc,14451,2016
C3rX1YcYzYQc,15408,2017
C3rX1YcYzYQc,16906,2018
C3rX1YcYzYQc,18149,2019
C3rX1YcYzYQc,18884,2020
C3rX1YcYzYQc,20276,2021
C3rX1YcYzYQc,20667,2022
C3rX1YcYzYQc,22663,2023
5aTuElcldyZF,13674,2019
5aTuElcldyZF,15365,2020
5aTuElcldyZF,16445,2021
5aTuElcldyZF,17112,2022
5aTuElcldyZF,19686,2023
AshgJFPiFyFt,3164,2015
AshgJFPiFyFt,3236,2016
AshgJFPiFyFt,3917,2017
AshgJFPiFyFt,3259,2018
AshgJFPiFyFt,3456,2019
AshgJFPiFyFt,3479,2020
AshgJFPiFyFt,3694,2021
AshgJFPiFyFt,3800,2022
AshgJFPiFyFt,4264,2023
0UTTQlq9Ya1s,10512,2015
0UTTQlq9Ya1s,11565,2016
0UTTQlq9Ya1s,13900,2017
0UTTQlq9Ya1s,15113,2018
0UTTQlq9Ya1s,7718,2019
0UTTQlq9Ya1s,6577,2020
0UTTQlq9Ya1s,6406,2021
0UTTQlq9Ya1s,6408,2022
0UTTQlq9Ya1s,8874,2023
3hVnk2AeY6Wc,3588,2015
3hVnk2AeY6Wc,3798,2016
3hVnk2AeY6Wc,4682,2017
3hVnk2AeY6Wc,3805,2018
3hVnk2AeY6Wc,3849,2019
3hVnk2AeY6Wc,3446,2020
3hVnk2AeY6Wc,3645,2021
3hVnk2AeY6Wc,3751,2022
3hVnk2AeY6Wc,6968,2023
rrWraOVuLrop,11880,2017
rrWraOVuLrop,6831,2018
rrWraOVuLrop,7320,2019
rrWraOVuLrop,5906,2020
rrWraOVuLrop,5264,2021
rrWraOVuLrop,4664,2022
rrWraOVuLrop,7184,2023
0ZFDQMKNETBJ,5705,2019
0ZFDQMKNETBJ,6675,2020
0ZFDQMKNETBJ,6951,2021
0ZFDQMKNETBJ,6948,2022
0ZFDQMKNETBJ,8450,2023
91pYpkRdw1Xf,11866,2015
91pYpkRdw1Xf,12847,2016
91pYpkRdw1Xf,14377,2017
91pYpkRdw1Xf,15719,2018
91pYpkRdw1Xf,16976,2019
91pYpkRdw1Xf,17924,2020
91pYpkRdw1Xf,13798,2021
91pYpkRdw1Xf,14310,2022
91pYpkRdw1Xf,12944,2023
1ng7nNEAyIaw,4014,2015
1ng7nNEAyIaw,2373,2016
1ng7nNEAyIaw,2786,2017
1ng7nNEAyIaw,2958,2018
1ng7nNEAyIaw,3306,2019
1ng7nNEAyIaw,3501,2020
1ng7nNEAyIaw,3515,2021
1ng7nNEAyIaw,3326,2022
1ng7nNEAyIaw,4482,2023
0wJtyfODjXUE,15819,2023
698jlC5p25nr,11853,2015
698jlC5p25nr,12835,2016
698jlC5p25nr,6381,2017
698jlC5p25nr,6862,2018
